Id,Release_Date,Title,Vote_Average,Original_Language,Genre
1479,2021-11-12,Belfast,7.2,en,Drama
1480,2021-07-29,Stillwater,6.8,en,"Drama, Crime, Thriller"
1481,2001-08-03,Rush Hour 2,6.7,en,"Action, Comedy, Crime"
1482,2021-07-15,The Night House,6.7,en,"Horror, Thriller, Mystery"
1483,2017-08-26,Fate/kaleid liner Prisma?Illya: Vow in the Snow,6.8,ja,"Action, Animation, Drama, Fantasy"
1484,2022-01-13,Gold,6.5,en,"Thriller, Action"
1485,2019-07-24,Once Upon a Time… in Hollywood,7.4,en,"Comedy, Drama, Thriller"
1486,2008-12-24,Bedtime Stories,6.1,en,"Fantasy, Comedy, Family, Romance"
1487,2006-03-06,The Wild,5.5,en,"Family, Animation"
1488,2018-12-11,Once Upon a Deadpool,7.1,en,"Comedy, Action"
1489,2010-09-16,Easy A,6.8,en,Comedy
1490,1977-09-14,Spider-Man,5.5,en,"Science Fiction, Action, Crime, TV Movie"
1491,2021-07-16,Deep,6.4,th,"Science Fiction, Thriller"
1492,2016-04-01,God's Not Dead 2,6.1,en,Drama
1493,2017-07-20,Valerian and the City of a Thousand Planets,6.6,en,"Adventure, Science Fiction, Action"
1494,2021-05-14,I Am All Girls,6.7,en,"Crime, Drama, Mystery, Thriller"
1495,1995-07-15,Whisper of the Heart,7.9,ja,"Animation, Drama, Family"
1496,2013-01-23,Parker,6,en,"Action, Crime"
1497,2022-02-24,Gangubai Kathiawadi,8.2,hi,"Crime, Drama"
1498,2007-08-08,Rush Hour 3,6.4,en,"Action, Comedy, Crime"
1499,2021-03-03,Moxie,7.4,en,"Comedy, Drama, Music"
1500,2006-10-16,Transformers: Beginnings,6.9,en,"Animation, Action, Thriller, Science Fiction"
1501,2021-09-24,The Guilty,6.4,en,"Drama, Thriller"
1502,2002-12-25,Catch Me If You Can,8,en,"Drama, Crime"
1503,2002-07-17,Undisputed,6.5,en,"Action, Adventure, Drama, Thriller"
1504,2013-09-03,Empire State,5.3,en,"Action, Drama"
1505,2007-06-08,Hostel: Part II,5.8,en,Horror
1506,2014-10-15,10.0 Earthquake,4.9,en,"Drama, Adventure, Action"
1507,2002-01-25,A Walk to Remember,7.7,en,"Drama, Romance"
1508,2008-07-11,Hellboy II: The Golden Army,6.7,en,"Action, Adventure, Mystery, Fantasy"
1509,2009-07-30,Funny People,5.8,en,"Comedy, Drama"
1510,2011-12-17,Dragon Ball: Episode of Bardock,6.8,ja,"Action, Animation, Science Fiction"
1511,1988-07-16,Akira,8,ja,"Animation, Science Fiction, Action"
1512,2022-06-16,Minions: The Rise of Gru,0,en,"Family, Animation, Action, Adventure, Comedy"
1513,2009-07-24,The Ugly Truth,6.5,en,"Comedy, Romance"
1514,2003-11-21,The Cat in the Hat,5.3,en,"Comedy, Adventure, Family, Fantasy"
1515,2007-12-17,Virgin Territory,4.5,en,"Adventure, Action, Comedy, Romance"
1516,2009-07-17,(500) Days of Summer,7.3,en,"Comedy, Drama, Romance"
1517,2017-09-10,Disobedience,6.9,en,"Drama, Romance"
1518,2005-08-11,The Protector,7.1,th,"Action, Crime, Drama, Thriller"
1519,2015-01-28,Project Almanac,6.6,en,"Science Fiction, Thriller, Drama"
1520,2021-08-12,Respect,6.7,en,"Music, Drama, History"
1521,2016-12-16,Fences,6.8,en,Drama
1522,2019-11-06,Midway,7.1,en,"War, History, Action, Drama"
1523,2017-09-14,Leatherface,5.5,en,"Horror, Thriller, Mystery"
1524,1986-08-02,Castle in the Sky,8,ja,"Adventure, Fantasy, Animation, Action, Family, Romance"
1525,2010-11-18,The Next Three Days,7.1,en,"Romance, Drama, Thriller, Crime"
1526,2019-06-21,Twilight,6.5,ja,"Animation, Drama"
1527,2021-08-06,John and the Hole,6.1,en,"Thriller, Drama, Mystery"
1528,2008-09-26,Fireproof,7.4,en,"Drama, Romance"
1529,2009-01-15,Paul Blart: Mall Cop,5.4,en,"Action, Adventure, Comedy, Family"
1530,2003-07-25,Spy Kids 3-D: Game Over,5.1,en,"Action, Adventure, Comedy, Family, Science Fiction"
1531,2021-01-01,The Ogglies: Welcome to Smelliville,7.3,en,"Animation, Drama, Adventure, Family"
1532,2021-11-25,"Diego, The Last Goodbye",6,es,Documentary
1533,2003-09-27,Barbie of Swan Lake,7,en,"Animation, Family"
1534,2014-11-01,Dragons: Dawn Of The Dragon Racers,7.2,en,"Animation, Family, Adventure, Comedy, Fantasy"
1535,2006-01-26,Fearless,7.5,zh,"Drama, Action"
1536,2022-03-07,The Fourth Musketeer,6,en,"Action, Adventure"
1537,2001-07-05,Shaolin Soccer,7,cn,"Action, Comedy"
1538,2012-12-20,Chinese Zodiac,6.2,cn,"Action, Adventure"
1539,2018-10-18,Halloween,6.5,en,"Horror, Thriller"
1540,2021-06-05,The Forgotten Battle,7.2,nl,"War, History, Drama"
1541,1996-06-21,The Hunchback of Notre Dame,7.1,en,"Drama, Animation, Family"
1542,2004-01-01,Scandalous Sex,7.2,en,Drama
1543,2011-11-02,Tower Heist,6,en,"Action, Comedy"
1544,1997-07-12,Princess Mononoke,8.4,ja,"Adventure, Fantasy, Animation"
1545,2019-04-04,Pet Sematary,5.7,en,"Horror, Thriller"
1546,2020-07-24,Don't Listen,6.5,es,"Drama, Horror, Thriller"
1547,1991-11-22,The Addams Family,7,en,"Comedy, Fantasy"
1548,2021-06-02,Kids Are Back,5.1,fr,Comedy
1549,2014-12-12,Tinker Bell and the Legend of the NeverBeast,7.1,en,"Adventure, Animation, Family"
1550,1986-08-22,The Texas Chainsaw Massacre 2,5.6,en,"Comedy, Horror"
1551,2019-10-15,Mermaid Down,6.7,en,"Horror, Fantasy, Mystery, Thriller"
1552,2014-08-12,Crystal Skulls,4.8,en,"Adventure, Science Fiction, TV Movie"
1553,2021-02-26,Crazy About Her,7.2,es,"Comedy, Romance"
1554,2019-05-15,"The Gangster, the Cop, the Devil",7.7,ko,"Crime, Action, Adventure"
1555,1994-05-26,The Flintstones,5.3,en,"Fantasy, Comedy, Family"
1556,2016-03-02,London Has Fallen,6.1,en,"Action, Thriller"
1557,2012-08-25,Rurouni Kenshin Part I: Origins,7.6,ja,"Adventure, Action, Drama, History"
1558,2010-10-21,Saw 3D,6,en,"Horror, Crime"
1559,2017-05-10,King Arthur: Legend of the Sword,6.5,en,"Action, Drama, Fantasy"
1560,2020-10-08,Initiation,5.7,en,"Horror, Mystery"
1561,2020-11-18,The Christmas Chronicles: Part Two,6.6,en,"Family, Fantasy, Adventure, Comedy"
1562,2019-06-12,Men in Black: International,6,en,"Comedy, Science Fiction"
1563,2000-04-13,American Psycho,7.4,en,"Thriller, Drama, Crime, Horror"
1564,2020-05-05,Justice League Dark: Apokolips War,8.4,en,"Animation, Action, Adventure, Fantasy, Science Fiction"
1565,2013-08-25,I Spit on Your Grave 2,6.3,en,"Thriller, Horror, Crime"
1566,2009-09-12,Hole in One,4.1,en,Comedy
1567,2020-10-14,A Babysitter's Guide to Monster Hunting,6.2,en,"Family, Fantasy, Adventure, Comedy"
1568,2013-09-12,Insidious: Chapter 2,6.7,en,"Horror, Thriller"
1569,2012-03-09,Into the White,6.9,no,"War, Action, Drama"
1570,2022-04-13,Ladybug & Cat Noir: Awakening,0,en,"Action, Animation, Adventure, Fantasy, Music"
1571,2020-06-12,Artemis Fowl,5.7,en,"Adventure, Fantasy, Science Fiction, Family, Action"
1572,2003-07-18,Bad Boys II,6.6,en,"Adventure, Action, Comedy, Thriller, Crime"
1573,2017-10-23,Cult of Chucky,5.8,en,"Horror, Thriller"
1574,2011-08-05,The Change-Up,6.1,en,Comedy
1575,1990-12-25,The Godfather: Part III,7.4,en,"Crime, Drama, Thriller"
1576,2012-11-20,Life of Pi,7.4,en,"Adventure, Drama, Action"
1577,2011-11-03,In the Name of the King 2: Two Worlds,3.9,en,"Adventure, Fantasy, Drama, Action"
1578,1987-06-26,Full Metal Jacket,8.1,en,"Drama, War"
1579,2016-05-13,Justice League vs. Teen Titans,7.4,en,"Science Fiction, Action, Animation"
1580,2021-04-23,Street Gang: How We Got to Sesame Street,6.7,en,Documentary
1581,2006-09-29,Facing the Giants,7.5,en,Drama
1582,2017-10-05,Woody Woodpecker,6.7,en,"Comedy, Family, Animation"
1583,2019-10-18,Jojo Rabbit,8.1,en,"Comedy, War, Drama"
1584,2020-10-06,Black Box,6.5,en,"Horror, Science Fiction, Thriller"
1585,2010-01-14,Tooth Fairy,5.5,en,"Comedy, Family, Fantasy"
1586,2016-06-16,Finding Dory,7,en,"Adventure, Animation, Comedy, Family"
1587,2015-12-17,Alvin and the Chipmunks: The Road Chip,6,en,"Adventure, Animation, Comedy, Family"
1588,2021-02-04,Daisy Quokka: World’s Scariest Animal,6.9,en,"Animation, Comedy, Family"
1589,1981-07-10,The Fox and the Hound,7.1,en,"Adventure, Animation, Drama, Family"
1590,2021-10-12,Bright: Samurai Soul,6,ja,"Animation, Action, Fantasy"
1591,1966-07-30,Batman,6.3,en,"Family, Adventure, Comedy, Science Fiction, Crime"
1592,2008-07-01,The Mummy: Tomb of the Dragon Emperor,5.4,en,"Adventure, Action, Fantasy"
1593,2007-03-16,Dead Silence,6.4,en,Horror
1594,2021-11-24,8-Bit Christmas,6.5,en,"Family, Comedy"
1595,2021-04-22,The Mitchells vs. the Machines,8,en,"Animation, Adventure, Comedy, Family, Science Fiction, Action"
1596,2015-02-24,Dragonheart 3: The Sorcerer's Curse,5.4,en,Fantasy
1597,2006-12-14,The Pursuit of Happyness,7.9,en,Drama
1598,2015-07-23,Mission: Impossible - Rogue Nation,7.2,en,"Action, Adventure"
1599,1984-11-09,A Nightmare on Elm Street,7.3,en,Horror
1600,2011-09-22,Killer Elite,6.3,en,"Action, Adventure, Thriller"
1601,2005-12-12,King Kong,6.8,en,"Adventure, Drama, Action"
1602,2007-03-07,300,7.2,en,"Action, Adventure, War"
1603,2021-08-18,Drive My Car,7.6,ja,Drama
1604,1978-12-13,Superman,7.1,en,"Science Fiction, Action, Adventure"
1605,2002-05-15,Star Wars: Episode II - Attack of the Clones,6.5,en,"Adventure, Action, Science Fiction"
1606,1997-12-12,Home Alone 3,5.3,en,"Comedy, Family"
1607,2014-09-10,No Good Deed,6,en,"Crime, Thriller"
1608,2021-04-23,We Broke Up,6.1,en,Comedy
1609,2010-01-25,Barbie in A Mermaid Tale,7.2,en,"Animation, Family, Fantasy"
1610,2011-09-15,The Day,5.1,en,"Action, Drama, Horror, Science Fiction"
1611,1990-11-20,Predator 2,6.2,en,"Science Fiction, Action, Thriller"
1612,2015-05-19,Tomorrowland,6.2,en,"Adventure, Family, Mystery, Science Fiction"
1613,1993-11-19,Addams Family Values,6.9,en,"Comedy, Family, Fantasy"
1614,2016-05-13,Don't Blame the Kid,7.7,es,"Comedy, Romance"
1615,2015-10-02,The Empire of Corpses,6.1,ja,"Animation, Mystery, Horror, Science Fiction"
1616,2013-05-05,Star Trek Into Darkness,7.3,en,"Action, Adventure, Science Fiction"
1617,2016-10-16,The Walking Dead: The Journey So Far,7.1,en,Documentary
1618,2016-02-26,Pandemic,5,en,"Action, Science Fiction, Horror"
1619,2006-03-10,The Hills Have Eyes,6.4,en,"Horror, Thriller"
1620,2021-12-11,Operation Merry Christmas: The Elf Con,7,es,"Comedy, Crime"
1621,1990-12-05,Edward Scissorhands,7.7,en,"Fantasy, Drama, Romance"
1622,2013-07-30,Justice League: The Flashpoint Paradox,7.9,en,"Science Fiction, Animation, Action, Adventure"
1623,2015-12-11,The Ridiculous 6,5.2,en,"Western, Comedy"
1624,2012-08-10,"Tad, the Lost Explorer",6,es,"Animation, Comedy, Adventure, Family"
1625,1979-06-15,Rocky II,7.2,en,Drama
1626,2021-05-27,Friends: The Reunion,8.1,en,Documentary
1627,1996-06-25,Independence Day,6.8,en,"Action, Adventure, Science Fiction"
1628,2021-12-10,Being the Ricardos,6.6,en,"Drama, History"
1629,2005-10-18,The Batman vs. Dracula,7,en,"Fantasy, Animation, Horror, Action, Thriller, Science Fiction, Family, Mystery"
1630,2003-08-01,American Wedding,6.2,en,"Comedy, Romance"
1631,1995-03-14,Braveheart,7.9,en,"Action, Drama, History, War"
1632,2008-01-15,Cloverfield,6.6,en,"Action, Thriller, Science Fiction"
1633,2012-02-22,Barbie in A Mermaid Tale 2,7,en,"Animation, Family"
1634,2021-01-27,Earwig and the Witch,6.1,ja,"Animation, Fantasy, Family"
1635,2019-10-10,Miracle in Cell No. 7,8.3,tr,"Drama, Comedy, Family"
1636,2008-10-17,Diary of a Nymphomaniac,5.5,es,"Drama, Romance"
1637,1995-05-26,Casper,6.3,en,"Fantasy, Comedy, Family"
1638,1995-12-15,Heat,7.9,en,"Action, Crime, Drama, Thriller"
1639,2021-08-12,Lokillo: Nothing's the Same,7.8,es,Comedy
1640,2015-04-14,Batman vs. Robin,7.3,en,"Science Fiction, Action, Adventure, Animation"
1641,2015-09-24,The Intern,7.2,en,Comedy
1642,2018-07-11,Skyscraper,6.3,en,"Action, Thriller"
1643,2013-07-30,The Smurfs 2,5.8,en,"Fantasy, Family, Comedy, Animation"
1644,2016-06-01,The BFG,6.2,en,"Adventure, Family, Fantasy"
1645,2019-12-04,Spies in Disguise,7.7,en,"Animation, Action, Adventure, Comedy, Family"
1646,2016-12-21,Assassin's Creed,5.4,en,"Action, Adventure, Science Fiction"
1647,2014-10-16,"Love, Rosie",7.8,en,"Comedy, Romance"
1648,1999-07-11,Curse of the Blair Witch,6.3,en,"Horror, Thriller"
1649,2017-01-06,The Invisible Guest,8.2,es,"Drama, Mystery, Thriller"
1650,1989-07-15,Dragon Ball Z: Dead Zone,6.6,ja,"Animation, Action, Fantasy"
1651,2019-07-03,Midsommar,7.1,en,"Horror, Drama, Mystery"
1652,2021-06-15,Mi otra yo,6.3,es,Comedy
1653,2017-09-26,Jeepers Creepers 3,4.8,en,"Horror, Mystery, Thriller"
1654,2018-09-15,The House with a Clock in Its Walls,6.2,en,"Fantasy, Family, Comedy, Horror"
1655,2003-03-01,Wicked Minds,5.2,en,"Mystery, Drama, Romance, Thriller"
1656,2007-11-09,P2,6.2,en,"Horror, Thriller"
1657,1991-08-30,Child's Play 3,5.9,en,"Horror, Thriller"
1658,2003-02-14,Daredevil,5.2,en,"Fantasy, Action"
1659,2011-08-11,30 Minutes or Less,5.7,en,"Action, Adventure, Comedy"
1660,2021-11-17,Bruised,7,en,Drama
1661,1995-09-22,Se7en,8.3,en,"Crime, Mystery, Thriller"
1662,2018-09-06,Greta,6.6,en,"Mystery, Thriller, Horror"
1663,2016-01-22,The Boy,5.9,en,"Horror, Thriller, Mystery"
1664,2004-03-24,Scooby-Doo 2: Monsters Unleashed,6,en,"Mystery, Fantasy, Adventure, Comedy"
1665,2017-12-20,The Greatest Showman,8,en,Drama
1666,2009-04-26,The Human Centipede (First Sequence),5.2,en,Horror
1667,2015-07-19,Clean Sex,7.5,es,Comedy
1668,2005-10-04,Barbie and the Magic of Pegasus 3-D,7.1,en,"Animation, Family, Romance"
1669,2003-05-23,Bruce Almighty,6.7,en,"Fantasy, Comedy"
1670,2009-03-15,Drag Me to Hell,6.3,en,"Horror, Thriller"
1671,2012-09-26,Looper,6.9,en,"Action, Thriller, Science Fiction"
1672,2021-12-24,1000 Miles From Christmas,6.3,es,"Comedy, Romance"
1673,2018-02-16,Samson,5.8,en,"Action, Drama, Adventure"
1674,2007-03-22,Shooter,7.1,en,"Action, Drama, Mystery, Thriller, Crime"
1675,2013-09-07,Space Pirate Captain Harlock,6.6,ja,"Animation, Science Fiction"
1676,2004-12-09,Ocean's Twelve,6.6,en,"Thriller, Crime"
1677,2014-07-19,When Marnie Was There,8,ja,"Animation, Drama"
1678,2011-04-09,Green Lantern: Emerald Knights,6.7,en,"Action, Adventure, Animation, Science Fiction, Drama"
1679,2018-02-22,Annihilation,6.4,en,"Science Fiction, Horror"
1680,1995-06-14,Pocahontas,7,en,"Adventure, Animation, Family, Romance"
1681,2019-06-28,Porno,6.4,en,"Comedy, Horror"
1682,2017-08-18,What Happened to Monday,7.2,en,"Science Fiction, Thriller, Drama, Mystery"
1683,2019-12-11,Latte and the Magic Waterstone,6.7,de,"Animation, Adventure, Family, Comedy"
1684,2010-08-20,Piranha 3D,5.4,en,"Comedy, Horror"
1685,2012-04-12,The Cabin in the Woods,6.6,en,"Horror, Comedy, Fantasy, Thriller"
1686,2021-10-30,Sword Art Online the Movie -Progressive- Aria of a Starless Night,8.1,ja,"Animation, Action, Fantasy, Science Fiction"
1687,1980-05-09,Friday the 13th,6.4,en,Horror
1688,2016-12-07,Sex Doll,5.5,fr,"Drama, Thriller, Mystery"
1689,2009-10-15,Astro Boy,6.3,en,"Animation, Action, Family, Science Fiction"
1690,2021-09-29,Sounds Like Love,6.6,es,"Comedy, Romance"
1691,2003-07-02,Terminator 3: Rise of the Machines,6.1,en,"Action, Thriller, Science Fiction"
1692,2018-10-06,Re:ZERO -Starting Life in Another World- Memory Snow,7.2,ja,"Animation, Adventure, Fantasy"
1693,2012-12-06,So Undercover,6.1,en,"Action, Comedy"
1694,2015-08-05,Goosebumps,6.3,en,"Adventure, Horror, Comedy"
1695,1981-09-10,The Evil Dead,7.3,en,Horror
1696,2012-08-08,The Bourne Legacy,6.2,en,"Action, Thriller"
1697,2019-12-25,Little Women,7.9,en,"Drama, Romance"
1698,2019-11-28,Lev Yashin. The Dream Goalkeeper,8.1,ru,Drama
1699,2017-12-14,Along with the Gods: The Two Worlds,8.1,ko,"Drama, Fantasy, Action"
1700,2018-12-13,Bird Box,6.9,en,"Thriller, Drama, Science Fiction"
1701,2003-09-19,Underworld,6.8,en,"Fantasy, Action, Thriller"
1702,1986-05-16,Top Gun,7,en,"Action, Drama, Adventure"
1703,2011-07-29,"Crazy, Stupid, Love.",7.2,en,"Comedy, Drama, Romance"
1704,1966-12-23,"The Good, the Bad and the Ugly",8.5,it,Western
1705,2013-07-18,RED 2,6.5,en,"Action, Comedy, Crime, Thriller"
1706,2021-02-19,I Care a Lot,6.7,en,"Comedy, Crime, Thriller, Drama"
1707,2017-10-13,The Babysitter,6.1,en,"Comedy, Horror"
1708,2011-10-06,The Human Centipede 2 (Full Sequence),4.8,en,"Drama, Horror, Crime"
1709,1959-11-18,Ben-Hur,7.8,en,"Action, Drama, History"
1710,2005-05-27,The Longest Yard,6.6,en,Comedy
1711,2018-06-05,Escape Plan 2: Hades,5.1,en,Action
1712,2005-10-21,Nanny McPhee,6.6,en,"Fantasy, Comedy, Family"
1713,2010-07-29,Tinker Bell and the Great Fairy Rescue,6.7,en,"Animation, Adventure, Family, Fantasy"
1714,2020-03-05,Bloodshot,6.8,en,"Action, Science Fiction"
1715,1999-05-19,Star Wars: Episode I - The Phantom Menace,6.5,en,"Adventure, Action, Science Fiction"
1716,2015-05-20,Poltergeist,5.2,en,Horror
1717,2007-03-23,Meet the Robinsons,6.9,en,"Animation, Comedy, Family"
1718,2015-05-29,Hot Girls Wanted,5.9,en,Documentary
1719,2019-07-31,The Divine Fury,6.8,ko,"Action, Horror"
1720,2012-08-29,Lawless,7,en,"Crime, Drama, Western"
1721,2009-01-09,The Unborn,5.2,en,"Horror, Thriller, Mystery"
1722,2020-10-22,Cadaver,5.6,no,"Drama, Horror, Thriller"
1723,2021-07-16,Out of Death,6,en,"Crime, Action, Thriller"
1724,2009-03-27,"Sex, Party and Lies",4.5,es,"Comedy, Drama"
1725,2021-10-01,Black as Night,5.5,en,"Horror, Thriller"
1726,2018-10-04,PAW Patrol: Mighty Pups,7.6,en,"Adventure, Animation, Family, Action"
1727,2005-02-25,Cursed,5.5,en,"Horror, Comedy"
1728,2004-05-26,The Day After Tomorrow,6.5,en,"Action, Adventure, Science Fiction, Thriller"
1729,2016-02-17,The Osiris Child,5.4,en,Science Fiction
1730,2021-07-29,The Green Knight,6.5,en,"Adventure, Drama, Fantasy"
1731,2021-09-03,The Card Counter,6.4,en,"Drama, Crime, Thriller"
1732,2019-01-10,A Dog's Way Home,7.3,en,"Drama, Adventure, Family"
1733,2011-03-30,Source Code,7.3,en,"Thriller, Science Fiction, Mystery"
1734,2015-06-17,Minions,6.4,en,"Family, Animation, Adventure, Comedy"
1735,2019-07-03,My Extraordinary Summer With Tess,7.5,nl,Drama
1736,2015-04-25,Parasyte: Part 2,7,ja,"Science Fiction, Horror"
1737,2020-04-12,Mortal Kombat Legends: Scorpion's Revenge,8.3,en,"Animation, Action, Fantasy"
1738,2010-09-28,Superman/Batman: Apocalypse,7.1,en,"Science Fiction, Action, Adventure, Animation, Family"
1739,2020-10-20,The Amityville Harvest,6.7,en,Horror
1740,2020-10-08,The Mortuary Collection,6.9,en,"Fantasy, Horror"
1741,2010-11-20,Paranormal Activity: Tokyo Night,6.1,ja,"Horror, Thriller"
1742,2005-08-06,Naruto: Legend of the Stone of Gelel,6.6,ja,"Animation, Adventure, Fantasy"
1743,2014-02-02,Justice League: War,7.6,en,"Animation, Action"
1744,2014-08-22,Wrong Turn 6: Last Resort,5.3,en,Horror
1745,2009-11-25,Ben 10 Alien Swarm,6.2,en,Adventure
1746,2014-01-09,The Monkey King,5.7,zh,"Action, Adventure, Family"
1747,1988-11-13,Scooby-Doo! and the Reluctant Werewolf,7.4,en,"Animation, Comedy, Family, Mystery, TV Movie"
1748,2010-02-16,Halo Legends,7.4,en,"Animation, War, Drama"
1749,2019-12-25,1917,8,en,"War, Drama, Action, Thriller"
1750,2020-02-04,Dragonheart: Vengeance,7,en,"Fantasy, Action, Adventure"
1751,2019-05-03,Kakegurui: The Movie,7.7,ja,"Drama, Mystery, Thriller"
1752,2016-03-19,Ice Age: The Great Egg-Scapade,6.4,en,"Adventure, Animation, Comedy, Family, TV Movie"
1753,1975-11-22,"Salò, or the 120 Days of Sodom",6.5,it,"War, Drama, Horror"
1754,2018-09-20,Smallfoot,6.8,en,"Family, Animation, Adventure, Fantasy"
1755,2008-02-26,Barbie Mariposa,6.7,en,"Animation, Fantasy, Family"
1756,2021-12-23,The Last Warrior: A Messenger of Darkness,7.3,ru,"Fantasy, Adventure"
1757,2023-06-07,Transformers: Rise of the Beasts,0,en,"Action, Science Fiction, Adventure"
1758,2022-05-25,Top Gun: Maverick,0,en,"Action, Drama"
1759,1990-09-12,GoodFellas,8.5,en,"Drama, Crime"
1760,2009-03-19,Monsters vs Aliens,6.2,en,"Animation, Family, Adventure, Science Fiction"
1761,2012-09-11,6 Bullets,6,en,"Thriller, Action, Crime"
1762,2009-09-16,The Rebound,6.5,en,"Romance, Comedy"
1763,1984-03-11,Nausicaä of the Valley of the Wind,7.9,ja,"Adventure, Animation, Fantasy"
1764,2016-12-21,Passengers,6.9,en,"Drama, Romance, Science Fiction"
1765,2015-01-13,Blackhat,5.4,en,"Crime, Thriller, Action"
1766,2005-09-23,A History of Violence,7.2,en,"Drama, Thriller, Crime"
1767,2012-05-24,Chernobyl Diaries,5.2,en,"Horror, Thriller"
1768,1971-12-19,A Clockwork Orange,8.2,en,"Science Fiction, Drama"
1769,2009-09-15,Barbie and the Three Musketeers,7.2,en,"Animation, Family"
1770,2018-10-03,A Star Is Born,7.5,en,"Drama, Romance, Music"
1771,2019-05-03,A Dog's Journey,8.1,en,"Family, Adventure, Drama"
1772,2018-03-05,Tomb Raider,6.3,en,"Action, Adventure, Fantasy"
1773,2016-09-22,Storks,6.6,en,"Adventure, Animation, Comedy, Family"
1774,2014-11-29,Parasyte: Part 1,7.1,ja,"Science Fiction, Horror"
1775,2021-06-23,The House of Flowers: The Movie,8.2,es,Drama
1776,2011-10-28,Puss in Boots,6.4,en,"Animation, Adventure, Comedy, Family"
1777,2007-09-28,The Game Plan,6.4,en,"Comedy, Family"
1778,2019-02-07,Cold Pursuit,5.7,en,"Action, Crime, Thriller"
1779,1992-09-17,Dragon Ball Z: Gather Together! Goku's World,7.2,ja,"Action, Animation, Adventure"
1780,2012-03-01,The Lorax,6.5,en,"Animation, Family"
1781,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,8.4,ja,"Drama, Science Fiction, Animation, Action"
1782,1990-11-09,Child's Play 2,6.2,en,"Horror, Thriller"
1783,2004-03-19,Eternal Sunshine of the Spotless Mind,8.1,en,"Science Fiction, Drama, Romance"
1784,2015-10-01,I Spit on Your Grave III: Vengeance is Mine,5.7,en,"Horror, Thriller"
1785,2021-09-23,My Son,6.4,en,"Crime, Drama, Mystery"
1786,2014-02-06,The Lego Movie,7.4,en,"Adventure, Animation, Comedy, Family, Fantasy"
1787,2020-07-03,Ghosts of War,6.1,en,"Horror, Thriller, War, Fantasy"
1788,2020-02-21,Digimon Adventure: Last Evolution Kizuna,7.8,ja,"Animation, Action, Thriller, Adventure, Fantasy"
